ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Equity to Liability,prediction,actual
-0.4617063,0.30387133,-0.7724617,-0.35620162,-0.060454253,0.05931548,0.24298888,-0.020916447,0.044728547,-0.8789485,-0.045149013,0.06093508,-0.1569415,0.0033952477,-0.02306166,-0.02702919,-0.08754046,0.023217946,-0.473616,-0.1561173,0.20885238,-0.07908534,0.07138421,-0.18057457,-0.3740926,0.08862122,0.18655284,-0.64911276,-0.26452053,0.0,0.0488271,9.300839e-05,-0.1751466,0.0,0.56929183,0.16011432,-0.23659734,-0.012829303,-0.17741543,0.11319214,0.014607644,0.08161619,-0.03300459,-0.045492023,-0.12043677,0.00025482607,0.0,0.14106578,0.62395144,0.006378172,0.0,0.43933788,0.0,-0.010540686,0.01579318,-0.14902245,-0.3930211,0.0,0.0,-0.13241301,0.073163,-0.24140057,-0.0018253241,-0.0122985225,-0.2226698,0.08257677,0.0,-0.20893233,-0.099192195,-0.04778648,-0.006050846,-0.1459508,0.14451419,-0.28876448,-0.096847005,0.11422475,0.0,0.0,-0.115406446,-0.039648216,-0.15203455,-0.04807038,0.15420634,0.040287327,0.0,-0.105494566,0.0,0.16291301,0.013622817,-0.0020130523,0.01929529,0.017466938,0.10602685,0.0,0,0
-0.4998861,0.34135777,-0.50533104,-0.333311,-0.057652235,0.062155478,0.25178507,-0.020107495,0.06738614,-1.0184699,0.20213722,0.030971367,-0.12862124,0.0033952477,-0.02306166,-0.03821642,-0.09555389,0.001706887,-0.52470076,-0.1266083,0.20885238,-0.09589866,0.076036826,-0.11618894,-0.31177357,0.08862122,0.18838452,-0.6428756,-0.29621693,0.0,0.050286353,-0.002918817,-0.22639851,0.0,0.56447905,0.16011432,-0.24073802,-0.012829303,-0.13962267,-0.022170499,-0.0071610827,0.082933225,0.003038887,-0.057247944,-0.07096262,0.00025482607,0.0,-0.00066073705,-0.06463655,0.006771786,0.0,0.454791,0.0,0.009668765,0.024611566,-0.13507272,-0.40039796,0.0,0.0,-0.1523053,0.22831927,-0.18658169,-0.0018253241,-0.18026151,-0.2031707,0.04993237,0.0,-0.22405083,-0.10000259,-0.23577335,-0.0026629663,-0.13224761,0.10410684,-0.3896433,-0.11028392,0.11417851,0.0,0.0,-0.11914562,-0.046323124,-0.16035181,0.018541053,0.14988378,0.040287327,0.0,-0.13152204,0.0,0.20016848,0.013622817,-0.044631053,0.016806249,-0.0039125513,0.10633762,0.0,0,0
-0.43723515,0.34135777,-0.65455234,-0.3652248,-0.057652235,0.062155478,0.25178507,-0.020107495,0.044592276,-0.91716504,-0.045149013,0.030971367,-0.13231046,0.0033952477,-0.02306166,-0.05676216,-0.086815014,0.001706887,-0.52470076,-0.1266083,0.20885238,-0.07235627,0.076036826,-0.11618894,-0.31177357,0.08862122,0.18838452,-0.6428756,-0.29621693,0.0,0.050286353,-0.002918817,-0.22639851,0.0,0.56447905,0.16011432,-0.24073802,-0.012829303,-0.13962267,-0.044580866,0.015416595,0.082933225,0.003038887,-0.057247944,-0.103041515,0.00025482607,0.0,-0.00066073705,-0.06463655,0.006771786,0.0,0.53610945,0.0,0.009668765,0.024611566,-0.13507272,-0.40597612,0.0,0.0,-0.1523053,0.22831927,-0.14981638,-0.0018253241,-0.1644993,-0.2031707,0.04993237,0.0,-0.22405083,-0.10162373,-0.055885665,-0.0026629663,-0.12977822,0.10410684,-0.3896433,-0.11028392,0.11417851,0.0,0.0,-0.11914562,-0.046323124,-0.16035181,0.019982738,0.14988378,0.040287327,0.0,-0.13152204,0.0,0.20765458,0.013622817,-0.044631053,0.016806249,-0.0039125513,0.10633762,0.0,0,0
-0.41315097,0.30819505,-0.65455234,-0.3652248,-0.057652235,0.062155478,0.25178507,-0.020107495,-0.027420836,-0.9459796,-0.045149013,0.030971367,-0.15217924,0.0033952477,-0.02306166,-0.055380434,-0.08830108,0.007552143,-0.58177185,-0.15211245,0.20885238,-0.07235627,0.076036826,-0.1146165,-0.31128582,0.08862122,0.18838452,-0.646549,-0.25118044,0.0,0.05082253,-0.002918817,-0.22639851,0.0,0.56447905,0.16011432,-0.22274466,-0.012829303,-0.17107025,-0.059503872,0.015416595,0.08201987,0.0031182468,-0.057247944,-0.103041515,0.00025482607,0.0,0.014188365,-0.06525648,0.006378172,0.0,0.4754238,0.0,0.009668765,0.049919583,-0.11547448,-0.40412813,0.0,0.0,-0.13554093,0.22831927,-0.14042097,-0.0018253241,0.023968076,-0.2031707,0.04993237,0.0,-0.22663517,-0.1033579,-0.06915586,-0.0026629663,-0.15037312,0.10410684,-0.31799662,-0.11028392,0.08981763,0.0,0.0,-0.11590232,-0.046323124,-0.15203455,0.016882202,0.15157586,0.040287327,0.0,-0.11730682,0.0,0.20633058,0.013622817,-0.03532324,0.01589918,-0.0053028706,0.11262953,0.0,0,0
-0.41315097,0.30819505,-0.6614422,-0.3652248,-0.057652235,0.062155478,0.25178507,-0.020107495,-0.018482015,-0.9459796,-0.045149013,0.030971367,-0.15217924,0.0033952477,-0.02306166,-0.054905772,-0.08830108,0.0048642233,-0.5839851,-0.1507678,0.20885238,-0.07235627,0.076036826,-0.119261846,-0.31081116,0.08862122,0.18838452,-0.646549,-0.20392135,0.0,0.050667927,-0.002918817,-0.22639851,0.0,0.56447905,0.16011432,-0.22274466,-0.012829303,-0.17107025,-0.05902921,0.015416595,0.08201987,0.0031182468,-0.057247944,-0.103041515,0.00025482607,0.0,0.014482112,-0.06525648,0.006378172,0.0,0.38685948,0.0,0.009668765,0.049919583,-0.11547448,-0.40260512,0.0,0.0,-0.13554093,0.22831927,-0.14042097,-0.0018253241,0.023968076,-0.2031707,0.04993237,0.0,-0.2293231,-0.1033579,-0.068649754,0.019855678,-0.15037312,0.10360277,-0.31799662,-0.11028392,0.08981763,0.0,0.0,-0.11590232,-0.046323124,-0.15372184,0.015656155,0.18272224,0.040287327,0.0,-0.11730682,0.0,0.20633058,0.013622817,-0.03532324,0.012205496,-0.0053028706,0.11262953,0.0,0,0
-0.4117607,0.30737588,-0.6614422,-0.3652248,-0.057652235,0.058896355,0.2509659,-0.020107495,0.033918194,-0.9459796,-0.045149013,0.030971367,-0.15217924,0.0033952477,-0.02306166,-0.054905772,-0.08830108,0.0048642233,-0.59166527,-0.1507678,0.20885238,-0.07235627,0.076036826,-0.12218781,-0.31081116,0.08862122,0.18838452,-0.646549,-0.2047192,0.0,0.050667927,-0.002918817,-0.22639851,0.0,0.5474171,0.16011432,-0.22286762,-0.012829303,-0.17336264,-0.05902921,0.015416595,0.08201987,0.0031182468,-0.057247944,-0.103041515,0.00025482607,0.0,0.014482112,-0.06525648,0.006378172,0.0,0.38824978,0.0,0.009668765,0.05213534,-0.13848604,-0.40260512,0.0,0.0,-0.13554093,0.22831927,-0.14042097,-0.0018253241,0.018529782,-0.20249452,0.04993237,0.0,-0.2293231,-0.10196758,-0.068649754,0.019855678,-0.15037312,0.10360277,-0.31124508,-0.10236853,0.11351296,0.0,0.0,-0.11590232,-0.046323124,-0.15372184,0.015656155,0.18272224,0.005300332,0.0,-0.11730682,0.0,0.20633058,0.013622817,-0.03532324,0.012205496,-0.0039125513,0.11262953,0.0,0,0
-0.43862548,0.34135777,-0.65455234,-0.35220596,-0.057652235,0.062155478,0.25178507,-0.020107495,0.044592276,-0.9370338,-0.045149013,0.030971367,-0.15217924,0.0033952477,-0.02306166,-0.05676216,-0.086815014,0.001706887,-0.52470076,-0.1266083,0.20885238,-0.07235627,0.076036826,-0.11618894,-0.31177357,0.08862122,0.18838452,-0.6428756,-0.2578841,0.0,0.05082253,-0.002918817,-0.22639851,0.0,0.56447905,0.16011432,-0.24061505,-0.012829303,-0.14494215,-0.043261323,0.015416595,0.082933225,0.003038887,-0.057247944,-0.103041515,0.00025482607,0.0,0.014188365,-0.06463655,0.006771786,0.0,0.5216057,0.0,0.009668765,0.034113113,-0.13507272,-0.40181136,0.0,0.0,-0.153385,0.22831927,-0.15222266,-0.0018253241,0.030487243,-0.2031707,0.04993237,0.0,-0.22405083,-0.10301405,-0.0555365,-0.0026629663,-0.09580854,0.10410684,-0.3896433,-0.11028392,0.11417851,0.0,0.0,-0.11914562,-0.046323124,-0.16035181,0.019982738,0.14988378,0.040287327,0.0,-0.11850325,0.0,0.20196845,0.013622817,-0.044631053,0.016806249,-0.0053028706,0.10633762,0.0,0,0
-0.42376897,0.30819505,-0.51222104,-0.32067725,-0.057652235,0.062155478,0.25178507,-0.020107495,0.05671207,-1.0472846,0.20213722,0.030971367,-0.12800948,0.0033952477,-0.02306166,-0.036360018,-0.08830108,0.0048642233,-0.59084606,-0.1507678,0.20885238,-0.07235627,0.076036826,-0.119261846,-0.31081116,0.08862122,0.18838452,-0.6663065,-0.20297268,0.0,0.050667927,-0.002918817,-0.22639851,0.0,0.5471753,0.16011432,-0.22274466,-0.012829303,-0.17107025,-0.035670195,-0.0071610827,0.08201987,0.0031182468,-0.056763567,-0.09788784,0.00025482607,0.0,0.014482112,-0.06529755,0.006378172,0.0,0.37225512,0.0,0.009668765,0.032221444,-0.07465933,-0.3970539,0.0,0.0,-0.14022751,0.22831927,-0.14420138,-0.0018253241,0.008221595,-0.2031707,0.04993237,0.0,-0.22789006,-0.10173676,-0.059601456,0.019855678,-0.14559907,0.10360277,-0.31124508,-0.11028392,0.06910598,0.0,0.0,-0.119627975,-0.046323124,-0.15372184,0.036751047,0.18272224,0.005300332,0.0,-0.10428802,0.0,0.20633058,0.013622817,-0.03532324,0.012689874,0.01424413,0.10958733,0.0,0,0
-0.42094508,0.3432171,-0.74179816,-0.31105843,-0.057652235,0.062155478,0.24298888,-0.017428963,0.06597441,-0.94245666,-0.045149013,0.030971367,-0.16092683,0.0033952477,-0.02306166,-0.039338,-0.086815014,0.01737269,-0.4192024,-0.13173145,0.20885238,-0.07235627,0.07138421,-0.10493549,-0.31207496,0.08862122,0.18838452,-0.6419646,-0.2676566,0.0,0.047838047,-0.0014499351,-0.1751466,0.0,0.53921187,0.16011432,-0.27822107,-0.012829303,-0.14296393,-0.03601435,0.015416595,0.082017094,0.0076621026,-0.05454839,-0.103041515,0.00025482607,0.0,0.14229503,-0.061444934,0.006771786,0.0,0.511925,0.0,0.020560583,0.022328231,-0.13507272,-0.39328712,0.0,0.0,-0.15297562,0.22990619,-0.14073968,-0.0018253241,-0.005981167,-0.2031707,0.046032425,0.0,-0.2213252,-0.09704232,-0.04791283,-0.0026069772,-0.061757185,0.10410684,-0.27362707,-0.12116614,0.11417851,0.0,0.0,-0.12287127,-0.046323124,-0.16414934,0.019982738,0.16295409,0.040287327,0.0,-0.1317718,0.0,0.15611942,0.013622817,-0.021776704,0.020791262,0.013334852,0.113451146,0.0,0,0
-0.4242413,0.34403628,-0.74179816,-0.31105843,-0.057652235,0.062155478,0.24380809,-0.017428963,0.118374564,-0.92258793,-0.045149013,0.030971367,-0.14105807,0.0033952477,-0.02306166,-0.039338,-0.086815014,0.01737269,-0.42524418,-0.13173145,0.20885238,-0.07235627,0.07138421,-0.10493549,-0.31207496,0.08862122,0.18838452,-0.6419646,-0.30238065,0.0,0.04730187,-0.00072270725,-0.1751466,0.0,0.5216662,0.16011432,-0.27834404,-0.012829303,-0.13507603,-0.03828256,0.015416595,0.08239822,0.007987153,-0.055032767,-0.103041515,0.00025482607,0.0,0.19228815,-0.061403856,0.006771786,0.0,0.5133153,0.0,0.020560583,0.015457623,-0.12691057,-0.39522642,0.0,0.0,-0.1565825,0.22990619,-0.13881777,-0.0018253241,-0.10591148,-0.2031707,0.046032425,0.0,-0.22275825,-0.095652,-0.045589894,-0.0026069772,-0.090952806,0.10410684,-0.2668755,-0.12362987,0.11417851,0.0,0.0,-0.11914562,-0.046323124,-0.16414934,0.019982738,0.16295409,0.005300332,0.0,-0.1317718,0.0,0.17203854,0.013622817,-0.021776704,0.020306885,-0.0023998553,0.113451146,0.0,0,0
-0.43719563,0.34403628,-0.73922616,-0.36304724,-0.057652235,0.06184166,0.25178507,-0.017428963,0.060897246,-0.94941336,-0.045149013,0.034137655,-0.16092683,0.0033952477,-0.02306166,-0.040109448,-0.086815014,0.001706887,-0.52513087,-0.14714973,0.20885238,-0.07235627,0.076036826,-0.11451231,-0.312545,0.09572939,0.18838452,-0.6491937,-0.2521936,0.0,0.054743692,-0.0003289217,-0.23239987,0.0,0.53897005,0.16011432,-0.2713441,-0.012829303,-0.14649065,-0.044205457,0.015416595,0.08239822,0.0060960613,-0.05702775,-0.102175705,0.00025482607,0.0,0.014188365,-0.0615708,0.007713763,0.0,0.51543605,0.0,0.020976136,0.033497833,-0.12691057,-0.39407325,0.0,0.0,-0.17014617,0.22831927,-0.15222266,-0.0018253241,0.030487243,-0.2031707,0.04613486,0.0,-0.24118142,-0.113125145,-0.05498611,-0.002611127,-0.056983143,0.10410684,-0.27265152,-0.12881924,0.04453987,0.0,0.0,-0.12524696,-0.046323124,-0.16644701,0.019982738,0.14862782,0.040287327,0.0,-0.12000894,0.0,0.1879151,0.013622817,-0.044149004,0.016806249,-0.002415775,0.113451146,0.0,0,0
-0.42520735,0.34403628,-0.74179816,-0.29803964,-0.057652235,0.062155478,0.24380809,-0.017428963,0.118374564,-0.94245666,-0.045149013,0.030971367,-0.16092683,0.0033952477,-0.02306166,-0.039338,-0.09348177,0.01737269,-0.42524418,-0.13173145,0.20885238,-0.07235627,0.07138421,-0.10493549,-0.31207496,0.08862122,0.18838452,-0.6419646,-0.28370368,0.0,0.047838047,-0.00072270725,-0.1751466,0.0,0.5216662,0.16011432,-0.27822107,-0.012829303,-0.13840859,-0.036963016,0.015416595,0.08239822,0.007987153,-0.055032767,-0.103041515,0.00025482607,0.0,0.14229503,-0.061403856,0.006771786,0.0,0.49881145,0.0,0.020560583,0.010467291,-0.12691057,-0.39326018,0.0,0.0,-0.1576622,0.22990619,-0.14122406,-0.0018253241,0.024232864,-0.2031707,0.046032425,0.0,-0.22275825,-0.09704232,-0.04524073,-0.0026069772,-0.056983143,0.10410684,-0.2668755,-0.12362987,0.11417851,0.0,0.0,-0.12331467,-0.046323124,-0.16414934,0.019982738,0.16295409,0.005300332,0.0,-0.11875299,0.0,0.15611942,0.013622817,-0.021776704,0.020306885,-0.0034185303,0.113451146,0.0,0,0
-0.42619097,0.34403628,-0.73922616,-0.36304724,-0.057652235,0.062155478,0.25178507,-0.017428963,0.060897246,-0.9370338,-0.045149013,0.030971367,-0.16092683,0.0033952477,-0.02306166,-0.039338,-0.086815014,0.001706887,-0.5242537,-0.12745258,0.20885238,-0.07235627,0.076036826,-0.11451231,-0.31177357,0.08862122,0.18838452,-0.6428756,-0.25511435,0.0,0.050686568,-0.00072270725,-0.22639851,0.0,0.53897005,0.16011432,-0.25212562,-0.012829303,-0.14017256,-0.038483806,0.015416595,0.08239822,0.007939663,-0.055032767,-0.103041515,0.00025482607,0.0,0.014188365,-0.0615708,0.006771786,0.0,0.52817917,0.0,0.020560583,0.033497833,-0.13507272,-0.39714748,0.0,0.0,-0.153385,0.22831927,-0.15222266,-0.0018253241,0.030487243,-0.2031707,0.04613486,0.0,-0.2256865,-0.10044742,-0.0531858,-0.0026629663,-0.056983143,0.10410684,-0.27362707,-0.12756328,0.11417851,0.0,0.0,-0.11914562,-0.046323124,-0.16414934,0.019982738,0.14988378,0.040287327,0.0,-0.11875299,0.0,0.19817092,0.013622817,-0.044631053,0.016806249,-0.0057242904,0.113451146,0.0,0,0
-0.5300755,0.3432171,-0.75506425,-0.32046774,-0.057652235,0.058597468,0.24298888,-0.017428963,0.096773945,-0.94645125,-0.045149013,0.058006182,-0.17023288,0.0033952477,-0.02306166,-0.039338,-0.094793275,0.01737269,-0.4192024,-0.13173145,0.20885238,-0.09589866,0.07138421,-0.12370706,-0.3293446,0.08862122,0.18838452,-0.6419646,-0.28450155,0.0,0.04869114,-0.0002066521,-0.1751466,0.0,0.53921187,0.16011432,-0.27834404,-0.012829303,-0.14394931,-0.038832337,0.015416595,0.08239822,0.0083322935,-0.047097467,-0.12031116,0.00025482607,0.0,0.14229503,-0.061403856,0.006771786,0.0,0.42375377,0.0,0.00035113445,0.022328231,-0.16640145,-0.39923483,0.0,0.0,-0.15434168,0.22990619,-0.17798936,-0.0018253241,0.0030323751,-0.21967585,0.046032425,0.0,-0.22523476,-0.094891384,-0.23684882,-0.0026069772,-0.064226575,0.14451419,-0.27362707,-0.1165901,0.13787384,0.0,0.0,-0.11770671,-0.046323124,-0.16414934,-0.03595944,0.16295409,0.040287327,0.0,-0.13203359,0.0,0.14726727,0.013622817,-0.021776704,0.020306885,-0.011837341,0.08059055,0.0,0,0
-0.5000316,0.34135777,-0.65455234,-0.35220596,-0.057652235,0.062155478,0.25178507,-0.020107495,0.09699247,-0.9370338,-0.045149013,0.030971367,-0.15217924,0.0033952477,-0.02306166,-0.05676216,-0.09555389,0.001706887,-0.53156173,-0.1266083,0.20885238,-0.09589866,0.076036826,-0.11618894,-0.31177357,0.08862122,0.18838452,-0.6428756,-0.2578841,0.0,0.05082253,-0.002918817,-0.22639851,0.0,0.5471753,0.16011432,-0.24061505,-0.012829303,-0.14494215,-0.043261323,0.015416595,0.082933225,0.003038887,-0.057247944,-0.103041515,0.00025482607,0.0,0.014188365,-0.06463655,0.006771786,0.0,0.44028717,0.0,0.009668765,0.034113113,-0.12691057,-0.40181136,0.0,0.0,-0.15807158,0.22831927,-0.18898797,-0.0018253241,0.014725044,-0.2031707,0.04993237,0.0,-0.22405083,-0.10301405,-0.24714461,-0.0026629663,-0.098277934,0.10410684,-0.38289177,-0.11028392,0.11417851,0.0,0.0,-0.11914562,-0.046323124,-0.16035181,0.019982738,0.14988378,0.005300332,0.0,-0.11850325,0.0,0.19448234,0.013622817,-0.044631053,0.016806249,-0.004091884,0.10633762,0.0,0,0
-0.4190824,0.30737588,-0.51222104,-0.333311,-0.057652235,0.058896355,0.2509659,-0.020107495,0.0043118577,-1.0472846,0.20213722,0.030971367,-0.14849001,0.0033952477,-0.02306166,-0.036360018,-0.08830108,0.0048642233,-0.5848043,-0.1507678,0.20885238,-0.07235627,0.076036826,-0.12218781,-0.31081116,0.08862122,0.18838452,-0.646549,-0.2047192,0.0,0.050667927,-0.002918817,-0.22639851,0.0,0.56472087,0.16011432,-0.22274466,-0.012829303,-0.17336264,-0.036618862,-0.0071610827,0.08201987,0.0031182468,-0.057247944,-0.07096262,0.00025482607,0.0,0.014482112,-0.06525648,0.006378172,0.0,0.38685948,0.0,0.009668765,0.05213534,-0.13848604,-0.39702696,0.0,0.0,-0.13554093,0.22831927,-0.14042097,-0.0018253241,0.023968076,-0.20249452,0.04993237,0.0,-0.2293231,-0.10173676,-0.05692935,0.019855678,-0.15037312,0.10360277,-0.31799662,-0.10236853,0.11351296,0.0,0.0,-0.11590232,-0.046323124,-0.15372184,0.014214471,0.18272224,0.040287327,0.0,-0.11730682,0.0,0.20633058,0.013622817,-0.03532324,0.012205496,-0.0053028706,0.11262953,0.0,0,0
-0.41741326,0.33813176,-0.65455234,-0.35220596,-0.057652235,0.062155478,0.25178507,-0.020107495,-0.027420836,-0.9459796,-0.045149013,0.030971367,-0.15217924,0.0033952477,-0.02306166,-0.04903271,-0.094967835,0.007552143,-0.58177185,-0.15211245,0.20885238,-0.030207738,0.076036826,-0.1146165,-0.31128582,0.08862122,0.18838452,-0.646549,-0.25118044,0.0,0.05082253,-0.002918817,-0.22639851,0.0,0.5890249,0.16011432,-0.22274466,-0.012829303,-0.1690833,-0.059503872,0.015416595,0.08201987,0.0031182468,-0.057247944,-0.103041515,0.00025482607,0.0,0.014188365,-0.06525648,0.006378172,0.0,0.4623103,0.0,0.009668765,0.0402744,-0.10731231,-0.40412813,0.0,0.0,-0.14022751,0.22831927,-0.14042097,-0.0018253241,0.023968076,-0.2031707,0.04993237,0.0,-0.21105768,-0.1033579,-0.06915586,-0.0026629663,-0.14559907,0.10410684,-0.43655288,-0.11028392,0.08981763,0.0,0.0,-0.120071374,-0.046323124,-0.15203455,0.016882202,0.15157586,0.040287327,0.0,-0.10428802,0.0,0.20633058,0.013622817,-0.03532324,0.01589918,-0.0037202376,0.11262953,0.0,0,1
-0.31742013,0.30819505,-0.51222104,-0.33369604,-0.057652235,0.062155478,0.25178507,-0.020107495,0.0043118577,-1.0274159,0.20213722,0.030971367,-0.10814072,0.0033952477,-0.02306166,-0.04080435,-0.08830108,0.0048642233,-0.5839851,-0.1507678,0.20885238,-0.07235627,0.076036826,-0.119261846,-0.31081116,0.08862122,0.18838452,-0.646549,-0.21122861,0.0,0.046854787,-0.002918817,-0.22639851,0.0,0.56447905,0.16011432,-0.22286762,-0.012829303,-0.16575077,-0.03793839,-0.0071610827,0.08201987,0.0031182468,-0.057247944,-0.16137052,0.00025482607,0.0,-0.00036699045,-0.06525648,-0.013915785,0.0,0.38675892,0.0,0.009668765,0.0227199,-0.10731231,-0.39775425,0.0,0.0,-0.13914782,0.22831927,-0.18088688,-0.0018253241,-0.064523555,-0.2031707,0.04993237,0.0,-0.2293231,-0.10034644,-0.057278514,0.019855678,-0.0730738,0.10360277,-0.31799662,-0.11028392,0.08981763,0.0,0.0,-0.11590232,-0.046323124,-0.12047212,0.034694985,0.16976646,0.040287327,0.0,-0.11730682,0.0,0.21201672,0.013622817,-0.03532324,0.012205496,-0.0027015645,0.10958733,0.0,0,0
-0.44881922,0.34135777,-0.50533104,-0.32029217,-0.057652235,0.062155478,0.25178507,-0.020107495,0.119786315,-1.0383387,0.20213722,0.030971367,-0.14849001,0.0033952477,-0.02306166,-0.03821642,-0.09348177,0.001706887,-0.53156173,-0.1266083,0.20885238,-0.07235627,0.076036826,-0.11618894,-0.31177357,0.08862122,0.18838452,-0.6428756,-0.2578841,0.0,0.05082253,-0.002918817,-0.22639851,0.0,0.5471753,0.16011432,-0.24061505,-0.012829303,-0.14295523,-0.020850971,-0.0071610827,0.082933225,0.003038887,-0.057247944,-0.07096262,0.00025482607,0.0,0.014188365,-0.06463655,0.006771786,0.0,0.5216057,0.0,0.009668765,0.04216607,-0.12691057,-0.3962332,0.0,0.0,-0.15807158,0.22831927,-0.15222266,-0.0018253241,0.030487243,-0.2031707,0.04993237,0.0,-0.22405083,-0.10139291,-0.043816097,-0.0026629663,-0.09580854,0.10410684,-0.38289177,-0.11028392,0.11417851,0.0,0.0,-0.12331467,-0.046323124,-0.16035181,0.018541053,0.14988378,0.005300332,0.0,-0.11850325,0.0,0.20196845,0.013622817,-0.044631053,0.016806249,-0.0037202376,0.10633762,0.0,0,0
-0.50440264,0.3405386,-0.6551385,-0.3652248,-0.057652235,0.056487568,0.2509659,-0.020107495,0.09699247,-0.9370338,-0.045149013,0.030971367,-0.15217924,0.0033952477,-0.02306166,-0.05676216,-0.09555389,0.001706887,-0.53238094,-0.1266083,0.20885238,-0.09589866,0.076036826,-0.11911489,-0.31136945,0.08862122,0.18779838,-0.64346176,-0.24231471,0.0,0.05082253,-0.003646045,-0.22639851,0.0,0.5474171,0.16011432,-0.24278788,-0.012829303,-0.14980298,-0.042312656,0.015416595,0.0825521,0.0027138367,-0.057889692,-0.103041515,0.00025482607,0.0,0.014188365,-0.06467763,0.006771786,0.0,0.45340067,0.0,0.009668765,0.05402701,-0.1580843,-0.4018383,0.0,0.0,-0.153385,0.22831927,-0.1885036,-0.0018253241,-0.0009861839,-0.20249452,0.04993237,0.0,-0.22073497,-0.10301405,-0.24981672,-0.0026629663,-0.10305197,0.10410684,-0.38289177,-0.09990481,0.13787384,0.0,0.0,-0.12287127,-0.046323124,-0.16035181,0.019396601,0.14988378,0.005300332,0.0,-0.13152204,0.0,0.19448234,0.013622817,-0.044631053,0.017290626,0.013033144,0.10633762,0.0,0,0
-0.5103341,0.34135777,-0.50591713,-0.333311,-0.057652235,0.05974669,0.25178507,-0.020107495,0.119786315,-1.0383387,0.20213722,0.030971367,-0.14849001,0.0033952477,-0.02306166,-0.03821642,-0.09555389,0.001706887,-0.53156173,-0.1266083,0.20885238,-0.09589866,0.076036826,-0.11618894,-0.31136945,0.08862122,0.18779838,-0.64346176,-0.24151684,0.0,0.05082253,-0.003646045,-0.22639851,0.0,0.5471753,0.16011432,-0.24278788,-0.012829303,-0.14751059,-0.019902304,-0.0071610827,0.0825521,0.0027138367,-0.057889692,-0.07096262,0.00025482607,0.0,0.014188365,-0.06467763,0.006771786,0.0,0.45340067,0.0,0.009668765,0.051811256,-0.13507272,-0.39626014,0.0,0.0,-0.153385,0.22831927,-0.1885036,-0.0018253241,-0.0009861839,-0.2031707,0.04993237,0.0,-0.22073497,-0.10139291,-0.2380963,-0.0026629663,-0.10305197,0.10410684,-0.38289177,-0.1078202,0.11417851,0.0,0.0,-0.12287127,-0.046323124,-0.16035181,0.017954916,0.14988378,0.005300332,0.0,-0.13152204,0.0,0.19448234,0.013622817,-0.044631053,0.017290626,0.013033144,0.10633762,0.0,0,0
